OBJECTID,SubmitterOrganization,SubmitterPerson,Collector,InstitutionCode,CollectionCode,CatalogNumber,BasisOfRecord,Source,Family,Genus,ScientificName,Species,IdentifiedBy,IdentificationMethod,VerbatimCollectingDate,TimeCollected,Country,StateProvince,County,Locality,EarliestDateCollected,LatestDateCollected,DecimalLongitude,DecimalLatitude,CoordinateUncertaintyInMeters,VerbatimCoordinates,IndividualCount,Sex,LifeStage,Remarks,HabitatType,CollectingMethod,VerbatimHostName,HostScientificName,HostCommonName,HostIndividualCount,HostCountInfested,AssociatedParasite,NumberSpecimensParasiteTested,IdentificationMethodForParasite,NumberParasitePositive,ParasiteTestedBy,EarliestYearCollected,x,y
174390,USAMRIID,Lee J.,Lee J.S. et al.,TMap,240510,0116,Human Observation,No data,Ixodidae,Rhipicephalus,Rhipicephalus annulatus,annulatus,No data,Morphology,6/3/2010,No data,Georgia,No data,No data,No data,6/3/2010 12:00:00 AM,6/3/2010 12:00:00 AM,41.72394,41.67879,30,41.72394 41.67879,18,"Male, Female",Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,41.7239400000001,41.67879
174391,USAMRIID,Lee J.,Lee J.S. et al.,TMap,240510,0110,Human Observation,No data,Ixodidae,Dermacentor,Dermacentor marginatus,marginatus,No data,Morphology,6/3/2010,No data,Georgia,No data,No data,No data,6/3/2010 12:00:00 AM,6/3/2010 12:00:00 AM,41.72394,41.67879,30,41.72394 41.67879,1,"Male, Female",Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,41.7239400000001,41.67879
174392,USAMRIID,Lee J.,Lee J.S. et al.,TMap,240510,0114,Human Observation,No data,Ixodidae,Hyalomma,Hyalomma marginatum,marginatum,No data,Morphology,6/3/2010,No data,Georgia,No data,No data,No data,6/3/2010 12:00:00 AM,6/3/2010 12:00:00 AM,41.72394,41.67879,30,41.72394 41.67879,1,"Male, Female",Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,41.7239400000001,41.67879
174393,USAMRIID,Lee J.,Lee J.S. et al.,TMap,240510,0075,Human Observation,No data,Ixodidae,Rhipicephalus,Rhipicephalus annulatus,annulatus,No data,Morphology,5/25/2010,No data,Georgia,No data,No data,No data,5/25/2010 12:00:00 AM,5/25/2010 12:00:00 AM,43.80916666,41.5025,30,43.80917 41.50250,135,"Male, Female",Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,43.8091666670001,41.5025000000001
174394,USAMRIID,Lee J.,Lee J.S. et al.,TMap,240510,0076,Human Observation,No data,Ixodidae,Dermacentor,Dermacentor marginatus,marginatus,No data,Morphology,5/25/2010,No data,Georgia,No data,No data,No data,5/25/2010 12:00:00 AM,5/25/2010 12:00:00 AM,43.80916666,41.5025,30,43.80917 41.50250,5,"Male, Female",Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,43.8091666670001,41.5025000000001
174395,USAMRIID,Lee J.,Lee J.S. et al.,TMap,240510,0074,Human Observation,No data,Ixodidae,Hyalomma,Hyalomma marginatum,marginatum,No data,Morphology,5/25/2010,No data,Georgia,No data,No data,No data,5/25/2010 12:00:00 AM,5/25/2010 12:00:00 AM,43.80916666,41.5025,30,43.80917 41.50250,5,"Male, Female",Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,43.8091666670001,41.5025000000001
174396,USAMRIID,Lee J.,Lee J.S. et al.,TMap,107,TMap38443,Human Observation,No data,Ixodidae,Rhipicephalus,Rhipicephalus sanguineus,sanguineus,No data,Morphology,9/14/2010,No data,Georgia,No data,No data,No data,9/14/2010 12:00:00 AM,9/14/2010 12:00:00 AM,45.58341,41.89548,30,45.58341 41.89548,1,Female,Adult,No data,No data,Attached or crawling on animal,Dog,Canis lupus familiaris_Linnaeus 1758,Domestic Dog,No data,No data,No data,No data,No data,No data,No data,2010,45.5834100000001,41.8954800000001
174397,USAMRIID,Lee J.,Lee J.S. et al.,TMap,107,TMap38444,Human Observation,No data,Ixodidae,Rhipicephalus,Rhipicephalus annulatus,annulatus,No data,Morphology,9/14/2010,No data,Georgia,No data,No data,No data,9/14/2010 12:00:00 AM,9/14/2010 12:00:00 AM,45.58341,41.89548,30,45.58341 41.89548,2,Female,Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,45.5834100000001,41.8954800000001
174398,USAMRIID,Lee J.,Lee J.S. et al.,TMap,108,TMap38445,Human Observation,No data,Ixodidae,Rhipicephalus,Rhipicephalus annulatus,annulatus,No data,Morphology,9/14/2010,No data,Georgia,No data,No data,No data,9/14/2010 12:00:00 AM,9/14/2010 12:00:00 AM,45.58583,41.89834,30,45.58583 41.89834,12,Male,Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,45.58583,41.8983400000001
174399,USAMRIID,Lee J.,Lee J.S. et al.,TMap,108,TMap38446,Human Observation,No data,Ixodidae,Rhipicephalus,Rhipicephalus annulatus,annulatus,No data,Morphology,9/14/2010,No data,Georgia,No data,No data,No data,9/14/2010 12:00:00 AM,9/14/2010 12:00:00 AM,45.58583,41.89834,30,45.58583 41.89834,225,Female,Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,45.58583,41.8983400000001
174400,USAMRIID,Lee J.,Lee J.S. et al.,TMap,111,TMap38447,Human Observation,No data,Ixodidae,Rhipicephalus,Rhipicephalus annulatus,annulatus,No data,Morphology,9/15/2010,No data,Georgia,No data,No data,No data,9/15/2010 12:00:00 AM,9/15/2010 12:00:00 AM,45.43526,42.09487,30,45.43526 42.09487,34,Female,Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,45.4352600000001,42.0948700000001
174401,USAMRIID,Lee J.,Lee J.S. et al.,TMap,112,TMap38448,Human Observation,No data,Ixodidae,Rhipicephalus,Rhipicephalus annulatus,annulatus,No data,Morphology,9/15/2010,No data,Georgia,No data,No data,No data,9/15/2010 12:00:00 AM,9/15/2010 12:00:00 AM,45.44337,42.07188,30,45.44337 42.07188,2,Male,Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,45.4433700000001,42.0718800000001
174402,USAMRIID,Lee J.,Lee J.S. et al.,TMap,112,TMap38449,Human Observation,No data,Ixodidae,Rhipicephalus,Rhipicephalus annulatus,annulatus,No data,Morphology,9/15/2010,No data,Georgia,No data,No data,No data,9/15/2010 12:00:00 AM,9/15/2010 12:00:00 AM,45.44337,42.07188,30,45.44337 42.07188,17,Female,Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,45.4433700000001,42.0718800000001
174403,USAMRIID,Lee J.,Lee J.S. et al.,TMap,125,TMap38450,Human Observation,No data,Ixodidae,Rhipicephalus,Rhipicephalus annulatus,annulatus,No data,Morphology,9/22/2010,No data,Georgia,No data,No data,No data,9/22/2010 12:00:00 AM,9/22/2010 12:00:00 AM,44.61805,41.54302,30,44.61805 41.54302,69,Female,Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,44.61805,41.5430200000001
174404,USAMRIID,Lee J.,Lee J.S. et al.,TMap,126,TMap38451,Human Observation,No data,Ixodidae,Dermacentor,Dermacentor marginatus,marginatus,No data,Morphology,9/21/2010,No data,Georgia,No data,No data,No data,9/21/2010 12:00:00 AM,9/21/2010 12:00:00 AM,44.52397,41.56453,30,44.52397 41.56453,1,Female,Adult,No data,No data,Flagging,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,2010,44.5239700000001,41.56453
174405,USAMRIID,Lee J.,Lee J.S. et al.,TMap,127,TMap38452,Human Observation,No data,Ixodidae,Ixodes,Ixodes ricinus,ricinus,No data,Morphology,9/21/2010,No data,Georgia,No data,No data,No data,9/21/2010 12:00:00 AM,9/21/2010 12:00:00 AM,44.52456,41.56355,30,44.52456 41.56355,6,Male,Adult,No data,No data,Flagging,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,2010,44.5245600000001,41.5635500000001
174406,USAMRIID,Lee J.,Lee J.S. et al.,TMap,127,TMap38453,Human Observation,No data,Ixodidae,Ixodes,Ixodes ricinus,ricinus,No data,Morphology,9/21/2010,No data,Georgia,No data,No data,No data,9/21/2010 12:00:00 AM,9/21/2010 12:00:00 AM,44.52456,41.56355,30,44.52456 41.56355,4,Female,Adult,No data,No data,Flagging,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,2010,44.5245600000001,41.5635500000001
174407,USAMRIID,Lee J.,Lee J.S. et al.,TMap,128,TMap38454,Human Observation,No data,Ixodidae,Ixodes,Ixodes ricinus,ricinus,No data,Morphology,9/20/2010,No data,Georgia,No data,No data,No data,9/20/2010 12:00:00 AM,9/20/2010 12:00:00 AM,44.63447,41.62233,30,44.63447 41.62233,1,Female,Adult,No data,No data,Flagging,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,2010,44.6344700000001,41.62233
174408,USAMRIID,Lee J.,Lee J.S. et al.,TMap,129,TMap38455,Human Observation,No data,Ixodidae,Dermacentor,Dermacentor marginatus,marginatus,No data,Morphology,9/20/2010,No data,Georgia,No data,No data,No data,9/20/2010 12:00:00 AM,9/20/2010 12:00:00 AM,44.63377,41.63102,30,44.63377 41.63102,1,Male,Adult,No data,No data,Flagging,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,2010,44.6337700000001,41.63102
174409,USAMRIID,Lee J.,Lee J.S. et al.,TMap,129,TMap38456,Human Observation,No data,Ixodidae,Rhipicephalus,Rhipicephalus annulatus,annulatus,No data,Morphology,9/20/2010,No data,Georgia,No data,No data,No data,9/20/2010 12:00:00 AM,9/20/2010 12:00:00 AM,44.63377,41.63102,30,44.63377 41.63102,76,Female,Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,44.6337700000001,41.63102
174410,USAMRIID,Lee J.,Lee J.S. et al.,TMap,129,TMap38457,Human Observation,No data,Ixodidae,Ixodes,Ixodes ricinus,ricinus,No data,Morphology,9/20/2010,No data,Georgia,No data,No data,No data,9/20/2010 12:00:00 AM,9/20/2010 12:00:00 AM,44.63377,41.63102,30,44.63377 41.63102,1,Female,Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,44.6337700000001,41.63102
174411,USAMRIID,Lee J.,Lee J.S. et al.,TMap,131,TMap38458,Human Observation,No data,Ixodidae,Rhipicephalus,Rhipicephalus annulatus,annulatus,No data,Morphology,9/22/2010,No data,Georgia,No data,No data,No data,9/22/2010 12:00:00 AM,9/22/2010 12:00:00 AM,44.78578,41.59967,30,44.78578 41.59967,63,Female,Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,44.78578,41.5996700000001
174412,USAMRIID,Lee J.,Lee J.S. et al.,TMap,131,TMap38459,Human Observation,No data,Ixodidae,Ixodes,Ixodes ricinus,ricinus,No data,Morphology,9/22/2010,No data,Georgia,No data,No data,No data,9/22/2010 12:00:00 AM,9/22/2010 12:00:00 AM,44.78578,41.59967,30,44.78578 41.59967,1,Female,Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,44.78578,41.5996700000001
174413,USAMRIID,Lee J.,Lee J.S. et al.,TMap,131,TMap38460,Human Observation,No data,Ixodidae,Dermacentor,Dermacentor marginatus,marginatus,No data,Morphology,9/22/2010,No data,Georgia,No data,No data,No data,9/22/2010 12:00:00 AM,9/22/2010 12:00:00 AM,44.78578,41.59967,30,44.78578 41.59967,1,Female,Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,44.78578,41.5996700000001
174414,USAMRIID,Lee J.,Lee J.S. et al.,TMap,132,TMap38461,Human Observation,No data,Ixodidae,Rhipicephalus,Rhipicephalus annulatus,annulatus,No data,Morphology,9/22/2010,No data,Georgia,No data,No data,No data,9/22/2010 12:00:00 AM,9/22/2010 12:00:00 AM,44.78578,41.59975,30,44.78578 41.59975,22,Female,Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,44.78578,41.5997500000001
174415,USAMRIID,Lee J.,Lee J.S. et al.,TMap,132,TMap38462,Human Observation,No data,Ixodidae,Dermacentor,Dermacentor marginatus,marginatus,No data,Morphology,9/22/2010,No data,Georgia,No data,No data,No data,9/22/2010 12:00:00 AM,9/22/2010 12:00:00 AM,44.78578,41.59975,30,44.78578 41.59975,1,Female,Adult,No data,No data,Attached or crawling on animal,Cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2010,44.78578,41.5997500000001
174416,USAMRIID,Lee J.,Lee J.S. et al.,TMap,111,TMap38463,Human Observation,No data,Ixodidae,Haemaphysalis,Haemaphysalis caucasica,caucasica,No data,Morphology,9/14/2010,No data,Georgia,No data,No data,No data,9/14/2010 12:00:00 AM,9/14/2010 12:00:00 AM,45.43526,42.09487,30,45.43526 42.09487,2,Female,Adult,No data,No data,Attached or crawling on animal,shrew,Crocidura sp.,Shrew,No data,No data,No data,No data,No data,No data,No data,2010,45.4352600000001,42.0948700000001
174417,USAMRIID,Lee J.,Lee J.S. et al.,TMap,130,TMap38464,Human Observation,No data,Ixodidae,Hyalomma,Hyalomma aegyptium,aegyptium,No data,Morphology,9/22/2010,No data,Georgia,No data,No data,No data,9/22/2010 12:00:00 AM,9/22/2010 12:00:00 AM,44.61026,41.44863,30,44.61026 41.44863,1,Male,Adult,No data,No data,Attached or crawling on animal,Tortoise,No data,Tortoise,No data,No data,No data,No data,No data,No data,No data,2010,44.61026,41.44863
174418,USAMRIID,Lee J.,Lee J.S. et al.,TMap,111,TMap38465,Human Observation,No data,Ixodidae,Ixodes,Ixodes crenulatus,crenulatus,No data,Morphology,9/14/2010,No data,Georgia,No data,No data,No data,9/14/2010 12:00:00 AM,9/14/2010 12:00:00 AM,45.43526,42.09487,30,45.43526 42.09487,1,Female,Adult,No data,No data,Attached or crawling on animal,shrew,Crocidura sp.,Shrew,No data,No data,No data,No data,No data,No data,No data,2010,45.4352600000001,42.0948700000001
174419,USAMRIID,Lee J.,Lee J.S. et al.,TMap,131,TMap38466,Human Observation,No data,Ixodidae,Ixodes,Ixodes redikorzevi,redikorzevi,No data,Morphology,9/22/2010,No data,Georgia,No data,No data,No data,9/22/2010 12:00:00 AM,9/22/2010 12:00:00 AM,44.78578,41.59967,30,44.78578 41.59967,2,Female,Adult,No data,No data,Attached or crawling on animal,shrew,Crocidura sp.,Shrew,No data,No data,No data,No data,No data,No data,No data,2010,44.78578,41.5996700000001
174420,USAMRIID,Lee J.,Lee J.S. et al.,TMap,111,TMap38467,Human Observation,No data,Ixodidae,Haemaphysalis,Haemaphysalis parva,parva,No data,Morphology,9/15/2010,No data,Georgia,No data,No data,No data,9/15/2010 12:00:00 AM,9/15/2010 12:00:00 AM,45.43526,42.09487,30,45.43526 42.09487,1,Female,Adult,No data,No data,Flagging,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,2010,45.4352600000001,42.0948700000001
174421,USAMRIID,Lee J.,Lee J.S. et al.,TMap,CaveCity,TMap38468,Human Observation,No data,Ixodidae,Rhipicephalus,Rhipicephalus sanguineus,sanguineus,No data,Morphology,9/18/2010,No data,Georgia,No data,No data,No data,9/18/2010 12:00:00 AM,9/18/2010 12:00:00 AM,44.21002,41.96641,30,44.21002 41.96641,23,Male,Adult,No data,No data,Attached or crawling on animal,Dog,Canis lupus familiaris_Linnaeus 1758,Domestic Dog,No data,No data,No data,No data,No data,No data,No data,2010,44.21002,41.9664100000001
174422,USAMRIID,Lee J.,Lee J.S. et al.,TMap,CaveCity,TMap38469,Human Observation,No data,Ixodidae,Rhipicephalus,Rhipicephalus sanguineus,sanguineus,No data,Morphology,9/18/2010,No data,Georgia,No data,No data,No data,9/18/2010 12:00:00 AM,9/18/2010 12:00:00 AM,44.21002,41.96641,30,44.21002 41.96641,6,Female,Adult,No data,No data,Attached or crawling on animal,Dog,Canis lupus familiaris_Linnaeus 1758,Domestic Dog,No data,No data,No data,No data,No data,No data,No data,2010,44.21002,41.9664100000001
174423,USAMRIID,Lee J.,Lee J.S. et al.,TMap,#2,TMap38470,Human Observation,No data,Ixodidae,Dermacentor,Dermacentor marginatus,marginatus,No data,Morphology,5/10/2011,No data,Georgia,No data,No data,No data,10/5/2011 12:00:00 AM,10/5/2011 12:00:00 AM,41.72655,42.05857,30,N42.05857;E41.72655,1,Male,Adult,No data,No data,Attached or crawling on animal,cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2011,41.7265500000001,42.0585700000001
174424,USAMRIID,Lee J.,Lee J.S. et al.,TMap,#5,TMap38471,Human Observation,No data,Ixodidae,Dermacentor,Dermacentor marginatus,marginatus,No data,Morphology,5/10/2011,No data,Georgia,No data,No data,No data,10/5/2011 12:00:00 AM,10/5/2011 12:00:00 AM,41.72537,42.06061,30,N42.06061;E41.72537,3,Female,Adult,No data,No data,Attached or crawling on animal,cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2011,41.7253700000001,42.0606100000001
174425,USAMRIID,Lee J.,Lee J.S. et al.,TMap,#26,TMap38472,Human Observation,No data,Ixodidae,Haemaphysalis,Haemaphysalis concinna,concinna,No data,Morphology,5/10/2011,No data,Georgia,No data,No data,No data,10/5/2011 12:00:00 AM,10/5/2011 12:00:00 AM,41.79958,42.22637,30,N42.22637;E41.79958,1,Female,Adult,No data,No data,Flagging,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,2011,41.79958,42.2263700000001
174426,USAMRIID,Lee J.,Lee J.S. et al.,TMap,#12,TMap38473,Human Observation,No data,Ixodidae,Hyalomma,Hyalomma marginatum,marginatum,No data,Morphology,5/10/2011,No data,Georgia,No data,No data,No data,10/5/2011 12:00:00 AM,10/5/2011 12:00:00 AM,41.77433,42.03465,30,N42.03465;E41.77433,1,Female,Adult,No data,No data,Attached or crawling on animal,cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2011,41.7743300000001,42.0346500000001
174427,USAMRIID,Lee J.,Lee J.S. et al.,TMap,#15,TMap38474,Human Observation,No data,Ixodidae,Hyalomma,Hyalomma marginatum,marginatum,No data,Morphology,5/10/2011,No data,Georgia,No data,No data,No data,10/5/2011 12:00:00 AM,10/5/2011 12:00:00 AM,41.79508,42.22443,30,N42.22443;E41.79508,1,Female,Adult,No data,No data,Attached or crawling on animal,cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2011,41.79508,42.22443
174428,USAMRIID,Lee J.,Lee J.S. et al.,TMap,#16,TMap38475,Human Observation,No data,Ixodidae,Hyalomma,Hyalomma marginatum,marginatum,No data,Morphology,5/10/2011,No data,Georgia,No data,No data,No data,10/5/2011 12:00:00 AM,10/5/2011 12:00:00 AM,41.79512,42.22471,30,N42.22471;E41.79512,3,Female,Adult,No data,No data,Attached or crawling on animal,DOG,Canis lupus familiaris_Linnaeus 1758,Domestic Dog,No data,No data,No data,No data,No data,No data,No data,2011,41.7951200000001,42.2247100000001
174429,USAMRIID,Lee J.,Lee J.S. et al.,TMap,#18,TMap38476,Human Observation,No data,Ixodidae,Hyalomma,Hyalomma marginatum,marginatum,No data,Morphology,5/10/2011,No data,Georgia,No data,No data,No data,10/5/2011 12:00:00 AM,10/5/2011 12:00:00 AM,41.79571,42.22611,30,N42.22611;E41.79571,3,Female,Adult,No data,No data,Attached or crawling on animal,cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2011,41.79571,42.2261100000001
174430,USAMRIID,Lee J.,Lee J.S. et al.,TMap,#2,TMap38477,Human Observation,No data,Ixodidae,Hyalomma,Hyalomma marginatum,marginatum,No data,Morphology,5/10/2011,No data,Georgia,No data,No data,No data,10/5/2011 12:00:00 AM,10/5/2011 12:00:00 AM,41.72655,42.05857,30,N42.05857;E41.72655,5,"Male, Female",Adult,No data,No data,Attached or crawling on animal,cow,Bos taurus taurus_Linnaeus 1758,Cattle,No data,No data,No data,No data,No data,No data,No data,2011,41.7265500000001,42.0585700000001
174431,USAMRIID,Lee J.,Lee J.S. et al.,TMap,#23,TMap38478,Human Observation,No data,Ixodidae,Hyalomma,Hyalomma marginatum,marginatum,No data,Morphology,5/10/2011,No data,Georgia,No data,No data,No data,10/5/2011 12:00:00 AM,10/5/2011 12:00:00 AM,41.79666,42.22896,30,N42.22896;E41.79666,12,Female,Adult,No data,No data,Attached or crawling on animal,DOG,Canis lupus familiaris_Linnaeus 1758,Domestic Dog,No data,No data,No data,No data,No data,No data,No data,2011,41.7966600000001,42.2289600000001
